"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
13723,"AW00024722","Hunter Ross","49","40-49","New","2013-09-17","139","1","510","30","2","0","510","510"
13724,"AW00024723","Shawna Pal","49","40-49","New","2013-04-23","144","1","26910","60","4","0","26910","26910"
13725,"AW00024724","Alfredo Gutierrez","48","40-49","New","2013-09-29","139","1","435","30","2","0","435","435"
13726,"AW00024725","Bailey Young","38","30-39","New","2013-05-05","143","1","585","45","3","0","585","585"
13727,"AW00024726","Marissa Hughes","44","40-49","New","2013-09-02","139","1","1080","45","3","0","1080","1080"
13728,"AW00024727","Mallory Jimenez","45","40-49","New","2013-12-28","136","1","1080","45","3","0","1080","1080"
13729,"AW00024728","Julia Diaz","45","40-49","New","2013-08-24","140","1","855","30","2","0","855","855"
13730,"AW00024729","Chase Murphy","45","40-49","New","2013-05-19","143","1","885","30","2","0","885","885"
13731,"AW00024730","Anthony Moore","43","40-49","New","2013-05-17","143","1","600","30","2","0","600","600"
13732,"AW00024731","Evan Mitchell","44","40-49","New","2013-12-04","136","1","75","15","1","0","75","75"
13733,"AW00024732","Wyatt Davis","83","50 and above","New","2013-08-05","140","1","1500","60","4","0","1500","1500"
13734,"AW00024733","Luke Flores","53","50 and above","New","2013-12-04","136","1","105","30","2","0","105","105"
13735,"AW00024734","Jack Turner","53","50 and above","New","2013-03-17","145","1","37380","90","6","0","37380","37380"
13736,"AW00024735","Madison Powell","53","50 and above","New","2013-03-14","145","1","37170","60","4","0","37170","37170"
13737,"AW00024736","Savannah Ramirez","65","50 and above","New","2013-05-31","142","1","1080","45","3","0","1080","1080"
13738,"AW00024737","Angela Bailey","65","50 and above","New","2013-04-02","144","1","705","60","4","0","705","705"
13739,"AW00024738","Hannah Davis","59","50 and above","New","2013-08-05","140","1","36495","60","4","0","36495","36495"
13740,"AW00024739","Dalton Sanders","65","50 and above","New","2013-08-07","140","1","36795","60","4","0","36795","36795"
13741,"AW00024740","Shelby Cooper","64","50 and above","New","2013-05-03","143","1","1440","60","4","0","1440","1440"
13742,"AW00024741","Brittany Perry","64","50 and above","New","2013-01-29","147","1","495","15","1","0","495","495"
13743,"AW00024742","Rachel Ramirez","64","50 and above","New","2013-03-28","145","1","555","30","2","0","555","555"
13744,"AW00024743","Chloe Coleman","63","50 and above","New","2013-08-15","140","1","570","45","3","0","570","570"
13745,"AW00024744","Brendan Yuan","63","50 and above","New","2013-10-09","138","1","75","15","1","0","75","75"
13746,"AW00024745","Jennifer Ward","63","50 and above","New","2013-07-25","141","1","450","30","2","0","450","450"
13747,"AW00024746","Ian Russell","62","50 and above","New","2013-02-03","146","1","210","30","2","0","210","210"
13748,"AW00024747","Dakota Powell","62","50 and above","New","2014-01-13","135","1","975","45","3","0","975","975"
13749,"AW00024748","Jose Collins","62","50 and above","New","2013-02-23","146","1","600","30","2","0","600","600"
13750,"AW00024749","Marshall Guo","45","40-49","New","2013-09-24","139","1","975","45","3","0","975","975"
13751,"AW00024750","Destiny Barnes","61","50 and above","New","2013-10-08","138","1","450","30","2","0","450","450"
13752,"AW00024751","Angela Howard","51","50 and above","New","2013-06-28","142","1","2205","45","3","0","2205","2205"
13753,"AW00024752","Cameron Jackson","60","50 and above","New","2013-05-22","143","1","11340","45","3","0","11340","11340"
13754,"AW00024753","Eduardo Jenkins","61","50 and above","New","2013-06-06","142","1","11865","60","4","0","11865","11865"
13755,"AW00024754","Haley Rivera","55","50 and above","New","2013-08-11","140","1","36600","90","6","0","36600","36600"
13756,"AW00024755","Sean Scott","61","50 and above","New","2013-08-10","140","1","600","30","2","0","600","600"
13757,"AW00024756","Carlos Bell","55","50 and above","New","2013-08-19","140","1","35970","45","3","0","35970","35970"
13758,"AW00024757","Alisha She","56","50 and above","VIP","2013-12-28","136","2","65145","75","5","24","32572","2714.3750000000000000"
13759,"AW00024758","Gabriella Adams","54","50 and above","New","2013-10-06","138","1","525","30","2","0","525","525"
13760,"AW00024759","Brooke Stewart","60","50 and above","VIP","2013-12-02","136","2","65535","75","5","23","32767","2849.3478260869565217"
13761,"AW00024760","Julian Coleman","60","50 and above","New","2013-08-12","140","1","36285","30","2","0","36285","36285"
13762,"AW00024761","Lawrence Rubio","60","50 and above","New","2013-08-27","140","1","36285","30","2","0","36285","36285"
13763,"AW00024762","Warren Xu","41","40-49","New","2013-08-15","140","1","35895","30","2","0","35895","35895"
13764,"AW00024763","Fernando Hill","46","40-49","New","2013-04-13","144","1","75","15","1","0","75","75"
13765,"AW00024764","Abigail Hughes","46","40-49","New","2013-08-14","140","1","35970","45","3","0","35970","35970"
13766,"AW00024765","Morgan Alexander","46","40-49","New","2013-10-06","138","1","1500","60","4","0","1500","1500"
13767,"AW00024766","Christian White","46","40-49","New","2013-07-25","141","1","1080","45","3","0","1080","1080"
13768,"AW00024767","Lauren Jackson","41","40-49","New","2013-08-31","139","1","1305","45","3","0","1305","1305"
13769,"AW00024768","Jordan Ross","46","40-49","New","2013-04-23","144","1","495","15","1","0","495","495"
13770,"AW00024769","Brendan Lal","40","40-49","New","2013-10-23","138","1","525","30","2","0","525","525"
13771,"AW00024770","Isaac Wright","45","40-49","New","2013-08-02","140","1","35970","45","3","0","35970","35970"
13772,"AW00024771","Samuel Harris","41","40-49","New","2013-03-02","145","1","900","30","2","0","900","900"
13773,"AW00024772","Greg Russell","41","40-49","New","2013-04-10","144","1","2940","45","3","0","2940","2940"
13774,"AW00024773","Grace Stewart","48","40-49","New","2013-04-16","144","1","105","30","2","0","105","105"
13775,"AW00024774","Xavier Gonzales","48","40-49","New","2013-07-10","141","1","495","15","1","0","495","495"
13776,"AW00024775","Alexandra Alexander","47","40-49","New","2014-01-27","135","1","555","30","2","0","555","555"
13777,"AW00024776","Samantha Perry","48","40-49","New","2013-02-20","146","1","1380","45","3","0","1380","1380"
13778,"AW00024777","Eric Adams","43","40-49","New","2013-02-12","146","1","1080","45","3","0","1080","1080"
13779,"AW00024778","Sean Baker","48","40-49","VIP","2013-02-21","146","2","42885","75","5","13","21442","3298.8461538461538462"
13780,"AW00024779","Morgan Lee","48","40-49","New","2013-03-24","145","1","36285","30","2","0","36285","36285"
13781,"AW00024780","Courtney Hall","48","40-49","New","2013-03-07","145","1","35760","15","1","0","35760","35760"
13782,"AW00024781","Carmen Garcia","41","40-49","New","2012-01-04","159","1","32730","15","1","0","32730","32730"
13783,"AW00024782","Nicole Morris","47","40-49","New","2013-08-04","140","1","36300","60","4","0","36300","36300"
13784,"AW00024783","Barry Raman","47","40-49","New","2013-09-17","139","1","36300","60","4","0","36300","36300"
13785,"AW00024784","Megan Kelly","47","40-49","New","2013-04-03","144","1","35895","30","2","0","35895","35895"
13786,"AW00024785","Cody Morris","44","40-49","New","2013-09-18","139","1","36090","60","4","0","36090","36090"
13787,"AW00024786","Haley Adams","44","40-49","New","2012-01-16","159","1","36645","15","1","0","36645","36645"
13788,"AW00024787","Andrea Watson","48","40-49","New","2013-09-11","139","1","35895","30","2","0","35895","35895"
13789,"AW00024788","Ashley Bennett","49","40-49","New","2013-09-15","139","1","36270","45","3","0","36270","36270"
13790,"AW00024789","Tamara Hu","49","40-49","New","2013-09-27","139","1","36285","30","2","0","36285","36285"
13791,"AW00024790","Rebekah Navarro","43","40-49","New","2013-09-12","139","1","36495","60","4","0","36495","36495"
13792,"AW00024791","Teresa Ortega","49","40-49","New","2013-09-17","139","1","36285","30","2","0","36285","36285"
13793,"AW00024792","Clifford Malhotra","49","40-49","New","2013-09-28","139","1","36285","30","2","0","36285","36285"
13794,"AW00024793","Cole Morgan","49","40-49","New","2013-10-15","138","1","36285","30","2","0","36285","36285"
13795,"AW00024794","Cody Sanchez","50","50 and above","New","2013-10-17","138","1","36720","60","4","0","36720","36720"
13796,"AW00024795","Alexandra Lewis","44","40-49","New","2013-10-17","138","1","37605","75","5","0","37605","37605"
13797,"AW00024796","Jessica Simmons","49","40-49","New","2013-10-03","138","1","35970","45","3","0","35970","35970"
13798,"AW00024797","Dylan Flores","49","40-49","New","2013-10-08","138","1","35895","30","2","0","35895","35895"
13799,"AW00024798","Lawrence Moreno","50","50 and above","New","2013-10-10","138","1","36105","60","4","0","36105","36105"
13800,"AW00024799","Byron Sanz","49","40-49","New","2013-10-25","138","1","36780","60","4","0","36780","36780"
13801,"AW00024800","Eduardo Young","48","40-49","New","2013-10-15","138","1","36285","30","2","0","36285","36285"
13802,"AW00024801","Chase Bailey","48","40-49","New","2013-10-03","138","1","36285","30","2","0","36285","36285"
13803,"AW00024802","Timothy Allen","48","40-49","New","2013-04-02","144","1","36105","60","4","0","36105","36105"
13804,"AW00024803","Anna Diaz","45","40-49","New","2013-05-25","143","1","495","15","1","0","495","495"
13805,"AW00024804","Tonya Raji","45","40-49","New","2013-04-05","144","1","35760","15","1","0","35760","35760"
13806,"AW00024805","Donna Luo","46","40-49","New","2013-06-27","142","1","75","15","1","0","75","75"
13807,"AW00024806","Faith Russell","49","40-49","New","2013-04-02","144","1","36195","30","2","0","36195","36195"
13808,"AW00024807","Anne Moreno","49","40-49","New","2013-04-12","144","1","37035","45","3","0","37035","37035"
13809,"AW00024808","Eric Perez","49","40-49","New","2013-04-07","144","1","36105","60","4","0","36105","36105"
13810,"AW00024809","Alyssa Moore","49","40-49","New","2013-04-09","144","1","36285","30","2","0","36285","36285"
13811,"AW00024810","Alyssa Richardson","52","50 and above","New","2013-10-26","138","1","36285","30","2","0","36285","36285"
13812,"AW00024811","Trinity Ramirez","52","50 and above","New","2013-10-01","138","1","36570","30","2","0","36570","36570"
13813,"AW00024812","Johnathan Sai","53","50 and above","New","2013-06-03","142","1","1245","30","2","0","1245","1245"
13814,"AW00024813","Armando Schmidt","53","50 and above","New","2013-04-13","144","1","1080","45","3","0","1080","1080"
13815,"AW00024814","Gabriel Washington","53","50 and above","New","2013-11-03","137","1","36285","30","2","0","36285","36285"
13816,"AW00024815","Victoria Clark","53","50 and above","New","2013-04-09","144","1","36570","30","2","0","36570","36570"
13817,"AW00024816","Lauren Perry","49","40-49","New","2013-06-28","142","1","75","15","1","0","75","75"
13818,"AW00024817","Victoria Richardson","39","30-39","New","2012-01-17","159","1","32730","15","1","0","32730","32730"
13819,"AW00024818","Diane Rubio","50","50 and above","New","2013-04-26","144","1","36570","30","2","0","36570","36570"
13820,"AW00024819","Jack Shan","44","40-49","New","2013-04-14","144","1","35895","30","2","0","35895","35895"
13821,"AW00024820","David Clark","44","40-49","New","2013-02-04","146","1","585","45","3","0","585","585"
13822,"AW00024821","Melissa Alexander","50","50 and above","New","2013-07-22","141","1","645","45","3","0","645","645"
13823,"AW00024822","Paige Cook","50","50 and above","New","2013-08-07","140","1","2940","45","3","0","2940","2940"
13824,"AW00024823","Vincent Zhao","39","30-39","New","2014-01-18","135","1","1440","60","4","0","1440","1440"
13825,"AW00024824","Alexandria Wood","54","50 and above","New","2012-01-15","159","1","32730","15","1","0","32730","32730"
13826,"AW00024825","Zoe Sanders","49","40-49","New","2013-09-15","139","1","75","15","1","0","75","75"
13827,"AW00024826","Richard Powell","54","50 and above","New","2013-07-10","141","1","1440","60","4","0","1440","1440"
13828,"AW00024827","Alexander Martinez","54","50 and above","New","2013-04-07","144","1","525","30","2","0","525","525"
13829,"AW00024828","Brooke Reed","54","50 and above","New","2013-11-17","137","1","36285","30","2","0","36285","36285"
13830,"AW00024829","Ethan Patterson","54","50 and above","New","2013-02-08","146","1","525","30","2","0","525","525"
13831,"AW00024830","Alexandra Cox","54","50 and above","New","2013-04-13","144","1","1440","60","4","0","1440","1440"
13832,"AW00024831","Jackson Diaz","48","40-49","New","2013-11-12","137","1","35970","45","3","0","35970","35970"
13833,"AW00024832","Morgan Martin","54","50 and above","New","2012-01-27","159","1","32730","15","1","0","32730","32730"
13834,"AW00024833","Deanna Ruiz","51","50 and above","New","2013-09-17","139","1","26325","30","2","0","26325","26325"
13835,"AW00024834","Bethany Jai","46","40-49","New","2013-04-27","144","1","26175","45","3","0","26175","26175"
13836,"AW00024835","Angel Morgan","45","40-49","New","2013-11-10","137","1","17550","30","2","0","17550","17550"
13837,"AW00024836","Taylor Robinson","94","50 and above","New","2013-10-24","138","1","435","30","2","0","435","435"
13838,"AW00024837","Wyatt Lewis","50","50 and above","New","2013-08-17","140","1","8820","60","4","0","8820","8820"
13839,"AW00024838","Elijah Young","56","50 and above","New","2013-09-19","139","1","345","30","2","0","345","345"
13840,"AW00024839","Tamara Goldberg","63","50 and above","New","2013-01-29","147","1","495","45","3","0","495","495"
13841,"AW00024840","Marco Sai","51","50 and above","New","2013-12-11","136","1","435","30","2","0","435","435"
13842,"AW00024841","Andres Jai","58","50 and above","New","2013-12-17","136","1","34785","45","3","0","34785","34785"
13843,"AW00024842","Monique Alonso","58","50 and above","New","2013-06-16","142","1","345","30","2","0","345","345"
13844,"AW00024843","Bryant Subram","64","50 and above","New","2013-09-21","139","1","1335","45","3","0","1335","1335"
13845,"AW00024844","Maria Ward","69","50 and above","New","2013-12-11","136","1","375","30","2","0","375","375"
13846,"AW00024845","Tyrone Jimenez","69","50 and above","New","2013-10-03","138","1","1035","60","4","0","1035","1035"
13847,"AW00024846","Naomi Navarro","75","50 and above","New","2013-06-07","142","1","345","30","2","0","345","345"
13848,"AW00024847","Tonya Nath","75","50 and above","New","2013-06-17","142","1","38280","60","4","0","38280","38280"
